n independent dependent
835 0.0346064270103 0.31792741988
836 0.0345857231933 0.317925392229
837 0.034565056491 0.31792336941
838 0.0345444267927 0.317921351407
839 0.034523833988 0.317919338201
840 0.0345032779671 0.317917329775
841 0.0344827586207 0.317915326114
842 0.0344622758398 0.317913327199
843 0.0344418295159 0.317911333013
844 0.0344214195411 0.317909343541
845 0.0344010458077 0.317907358766
846 0.0343807082086 0.31790537867
847 0.0343604066372 0.317903403237
848 0.0343401409872 0.317901432452
849 0.0343199111527 0.317899466296
850 0.0342997170285 0.317897504755
851 0.0342795585096 0.317895547812
852 0.0342594354914 0.31789359545
853 0.0342393478699 0.317891647654
854 0.0342192955415 0.317889704408
855 0.0341992784028 0.317887765696
856 0.0341792963512 0.317885831501
857 0.0341593492843 0.317883901809
858 0.0341394370999 0.317881976603
859 0.0341195596967 0.317880055868
860 0.0340997169735 0.317878139588
861 0.0340799088295 0.317876227748
862 0.0340601351645 0.317874320332
863 0.0340403958785 0.317872417326
864 0.034020690872 0.317870518713
865 0.0340010200459 0.317868624478
866 0.0339813833015 0.317866734607
867 0.0339617805406 0.317864849085
868 0.0339422116651 0.317862967896
869 0.0339226765776 0.317861091025
870 0.033903175181 0.317859218458
871 0.0338837073786 0.31785735018
872 0.0338642730739 0.317855486175
873 0.0338448721711 0.317853626431
874 0.0338255045746 0.317851770931
875 0.0338061701891 0.317849919661
876 0.03378686892 0.317848072607
877 0.0337676006727 0.317846229755
878 0.0337483653531 0.31784439109
879 0.0337291628677 0.317842556598
880 0.0337099931232 0.317840726265
881 0.0336908560265 0.317838900076
882 0.0336717514851 0.317837078018
883 0.0336526794068 0.317835260077
884 0.0336336396998 0.317833446238
885 0.0336146322726 0.317831636488
886 0.0335956570342 0.317829830813
887 0.0335767138937 0.317828029199
888 0.0335578027607 0.317826231632
889 0.0335389235453 0.3178244381
890 0.0335200761577 0.317822648587
891 0.0335012605086 0.317820863082
892 0.0334824765091 0.31781908157
893 0.0334637240705 0.317817304038
894 0.0334450031045 0.317815530472
895 0.0334263135232 0.31781376086
896 0.0334076552391 0.317811995189
897 0.0333890281647 0.317810233444
898 0.0333704322133 0.317808475613
899 0.0333518672983 0.317806721683
900 0.0333333333333 0.317804971641
901 0.0333148302326 0.317803225475
902 0.0332963579106 0.31780148317
903 0.033277916282 0.317799744715
904 0.0332595052619 0.317798010096
905 0.0332411247657 0.317796279302
906 0.0332227747093 0.317794552319
907 0.0332044550085 0.317792829134
908 0.03318616558 0.317791109736
909 0.0331679063403 0.317789394112
910 0.0331496772066 0.317787682249
911 0.0331314780961 0.317785974135
912 0.0331133089266 0.317784269757
913 0.0330951696161 0.317782569105
914 0.0330770600828 0.317780872164
915 0.0330589802454 0.317779178924
916 0.0330409300228 0.317777489371
917 0.0330229093342 0.317775803495
918 0.0330049180992 0.317774121282
919 0.0329869562377 0.317772442722
920 0.0329690236698 0.317770767802
921 0.0329511203159 0.31776909651
922 0.0329332460969 0.317767428835
923 0.0329154009338 0.317765764765
924 0.032897584748 0.317764104288
925 0.0328797974611 0.317762447393
926 0.032862038995 0.317760794067
927 0.0328443092721 0.3177591443
928 0.0328266082149 0.31775749808
929 0.0328089357462 0.317755855396
930 0.0327912917892 0.317754216236
931 0.0327736762672 0.317752580588
932 0.032756089104 0.317750948442
933 0.0327385302236 0.317749319787
934 0.0327209995502 0.317747694611
935 0.0327034970084 0.317746072902
936 0.032686022523 0.317744454651
937 0.0326685760192 0.317742839846
938 0.0326511574224 0.317741228475
939 0.0326337666582 0.317739620529
940 0.0326164036527 0.317738015995
941 0.0325990683319 0.317736414864
942 0.0325817606226 0.317734817124
943 0.0325644804513 0.317733222765
944 0.0325472277452 0.317731631775
945 0.0325300024316 0.317730044145
946 0.0325128044381 0.317728459863
947 0.0324956336926 0.31772687892
948 0.0324784901231 0.317725301304
949 0.0324613736581 0.317723727005
950 0.0324442842262 0.317722156012
951 0.0324272217563 0.317720588316
952 0.0324101861776 0.317719023905
953 0.0323931774196 0.31771746277
954 0.0323761954119 0.3177159049
955 0.0323592400845 0.317714350285
956 0.0323423113677 0.317712798915
957 0.0323254091918 0.317711250779
958 0.0323085334876 0.317709705868
959 0.032291684186 0.317708164171
960 0.0322748612184 0.317706625678
961 0.0322580645161 0.317705090381
962 0.032241294011 0.317703558267
963 0.0322245496349 0.317702029328
964 0.03220783132 0.317700503554
965 0.032191138999 0.317698980935
966 0.0321744726044 0.317697461461
967 0.0321578320692 0.317695945122
968 0.0321412173267 0.317694431909
969 0.0321246283102 0.317692921812
970 0.0321080649534 0.317691414822
971 0.0320915271903 0.317689910928
972 0.032075014955 0.317688410122
973 0.0320585281819 0.317686912394
974 0.0320420668056 0.317685417734
975 0.032025630761 0.317683926133
976 0.0320092199832 0.317682437581
977 0.0319928344075 0.31768095207
978 0.0319764739696 0.31767946959
979 0.031960138605 0.317677990131
980 0.03194382825 0.317676513685
981 0.0319275428407 0.317675040242
982 0.0319112823136 0.317673569793
983 0.0318950466055 0.317672102329
984 0.0318788356532 0.317670637841
985 0.0318626493939 0.31766917632
986 0.0318464877649 0.317667717757
987 0.031830350704 0.317666262142
988 0.0318142381488 0.317664809468
989 0.0317981500374 0.317663359724
990 0.0317820863082 0.317661912903
991 0.0317660468995 0.317660468995
992 0.03175003175 0.317659027992
993 0.0317340407988 0.317657589884
994 0.0317180739848 0.317656154663
995 0.0317021312474 0.317654722321
996 0.0316862125262 0.317653292849
997 0.031670317761 0.317651866238
998 0.0316544468916 0.317650442479
999 0.0316385998584 0.317649021565
1000 0.0316227766017 0.317647603485
